,afterHoursDistance,afterHoursDrivingDuration,afterHoursEnd,afterHoursStart,afterHoursStopDuration,averageSpeed,distance,drivingDuration,engineHours,idlingDuration,isSeatBeltOff,maximumSpeed,nextTripStart,speedRange1,speedRange1Duration,speedRange2,speedRange2Duration,speedRange3,speedRange3Duration,start,stop,stopDuration,stopPoint,workDistance,workDrivingDuration,workStopDuration,device,driver,id
2993,0.0,00:00:00,False,False,00:00:00,2.4870687,0.026208868,00:00:37.937000,61878600.0,00:00:12,False,2,2022-06-07 20:23:48.063000+00:00,0,00:00:00,0,00:00:00,0,00:00:00,2022-06-07 20:02:51.063000+00:00,2022-06-07 20:03:29+00:00,00:20:19.063000,"{'x': -73.6648178100586, 'y': 45.49626922607422}",0.026208868,00:00:37.937000,00:20:19.063000,{'id': 'b66'},UnknownDriverId,b13C6138
2994,0.0,00:00:00,False,False,13:30:46.063000,5.3063045,1.8718534,00:21:09.937000,18162720.0,00:00:04,False,31,2022-06-08 10:30:46.063000+00:00,0,00:00:00,0,00:00:00,0,00:00:00,2022-06-07 19:42:33.063000+00:00,2022-06-07 20:03:43+00:00,14:27:03.063000,"{'x': -73.71517181396484, 'y': 45.57314682006836}",1.8718534,00:21:09.936999,00:56:17,{'id': 'b43'},"{'id': 'b200', 'isDriver': True}",b13CBE09
2995,0.0,00:00:00,False,False,00:00:00,8.451796,0.18312225,00:01:18,3187800.0,00:00:39,False,14,2022-06-07 20:08:04.063000+00:00,0,00:00:00,0,00:00:00,0,00:00:00,2022-06-07 20:02:38.063000+00:00,2022-06-07 20:03:56.063000+00:00,00:04:08,"{'x': -73.71041107177734, 'y': 45.456024169921875}",0.18312225,00:01:18,00:04:08,{'id': 'bA8'},"{'id': 'b58', 'isDriver': True}",b13C5E7B
2996,0.0,00:00:00,False,False,00:00:00,10.444451,0.11604946,00:00:40,2049120.0,00:05:01,False,16,2022-06-07 20:12:50.063000+00:00,0,00:00:00,0,00:00:00,0,00:00:00,2022-06-07 20:03:29+00:00,2022-06-07 20:04:09+00:00,00:08:41.063000,"{'x': -73.7021713256836, 'y': 45.455257415771484}",0.11604946,00:00:40,00:08:41.063000,{'id': 'b1459'},UnknownDriverId,b13C5F65
2997,0.0,00:00:00,False,False,00:00:00,7.790115,0.75723594,00:05:49.937000,57513229.937,00:06:43,False,42,2022-06-07 20:11:16+00:00,0,00:00:00,0,00:00:00,0,00:00:00,2022-06-07 19:58:43.063000+00:00,2022-06-07 20:04:33+00:00,00:06:43,"{'x': -73.70283508300781, 'y': 45.468772888183594}",0.75723594,00:05:49.937000,00:06:43,{'id': 'b2'},"{'id': 'b17A', 'isDriver': True}",b13C5F03
2998,0.0,00:00:00,False,False,1.03:29:59,0.8597122,0.028880836,00:02:00.937000,42459120.0,07:29:27,False,0,2022-06-09 09:29:59+00:00,0,00:00:00,0,00:00:00,0,00:00:00,2022-06-07 20:02:33.063000+00:00,2022-06-07 20:04:34+00:00,1.13:25:25,"{'x': -73.70079040527344, 'y': 45.465267181396484}",0.028880836,00:02:00.937000,09:55:26,{'id': 'bC3'},UnknownDriverId,b13D9A20
2999,0.0,00:00:00,False,False,00:00:00,3.71724,0.056726117,00:00:54.937000,4359294.937,00:03:40,False,12,2022-06-07 20:09:03+00:00,0,00:00:00,0,00:00:00,0,00:00:00,2022-06-07 20:04:28.063000+00:00,2022-06-07 20:05:23+00:00,00:03:40,"{'x': -73.7017822265625, 'y': 45.45477294921875}",0.056726117,00:00:54.937000,00:03:40,{'id': 'b5B'},"{'id': 'b7D', 'isDriver': True}",b13C5E64
3000,0.0,00:00:00,False,False,00:00:00,10.316288,0.369667,00:02:09,63000360.0,00:00:07,False,24,2022-06-07 20:09:21.063000+00:00,0,00:00:00,0,00:00:00,0,00:00:00,2022-06-07 20:03:19+00:00,2022-06-07 20:05:28+00:00,00:03:53.063000,"{'x': -73.7038345336914, 'y': 45.46721267700195}",0.369667,00:02:09,00:03:53.063000,{'id': 'b14'},UnknownDriverId,b13C5E94
3001,0.0,00:00:00,False,False,00:00:00,2.6499755,0.09274914,00:02:06,61304681.993,00:04:30,False,14,2022-06-07 20:10:07+00:00,0,00:00:00,0,00:00:00,0,00:00:00,2022-06-07 20:03:31+00:00,2022-06-07 20:05:37+00:00,00:04:30,"{'x': -73.72579956054688, 'y': 45.458919525146484}",0.09274914,00:02:06,00:04:30,{'id': 'b75'},UnknownDriverId,b13C5ECC
3002,0.0,00:00:00,False,False,00:00:00,19.61727,6.3425736,00:19:23.937000,25341203.937,00:16:37,False,103,2022-06-07 20:22:14+00:00,0,00:00:00,0,00:00:00,0,00:00:00,2022-06-07 19:46:13.063000+00:00,2022-06-07 20:05:37+00:00,00:16:37,"{'x': -73.92639923095703, 'y': 45.54027557373047}",6.3425736,00:19:23.936999,00:16:37,{'id': 'bCA'},UnknownDriverId,b13C60C4
3003,0.0,00:00:00,False,False,00:00:00,4.4373846,0.7765423,00:10:30,38405880.0,00:00:06,False,46,2022-06-07 20:11:40.063000+00:00,0,00:00:00,0,00:00:00,0,00:00:00,2022-06-07 19:55:10+00:00,2022-06-07 20:05:40+00:00,00:06:00.063000,"{'x': -73.69792175292969, 'y': 45.45838165283203}",0.7765423,00:10:30,00:06:00.063000,{'id': 'b65'},UnknownDriverId,b13C5ED5
3004,0.0,00:00:00,False,False,00:00:00,20.450937,11.7252035,00:34:24,35956800.0,00:00:03,False,76,2022-06-07 20:09:02.063000+00:00,0,00:00:00,0,00:00:00,0,00:00:00,2022-06-07 19:31:54+00:00,2022-06-07 20:06:18+00:00,00:02:44.063000,"{'x': -73.6980209350586, 'y': 45.45643615722656}",11.7252035,00:34:24,00:02:44.063000,{'id': 'b3B'},"{'id': 'b60', 'isDriver': True}",b13C5E66
3005,0.0,00:00:00,False,False,00:00:00,4.055993,0.53622144,00:07:55.937000,21035995.937,00:06:30,False,22,2022-06-07 20:13:08+00:00,0,00:00:00,0,00:00:00,0,00:00:00,2022-06-07 19:58:42.063000+00:00,2022-06-07 20:06:38+00:00,00:06:30,"{'x': -73.70145416259766, 'y': 45.45471954345703}",0.53622144,00:07:55.937000,00:06:30,{'id': 'b48'},UnknownDriverId,b13C5F1F
3006,0.0,00:00:00,False,False,13:26:36.063000,21.012838,14.527676,00:41:28.937000,17743680.0,00:03:50,False,79,2022-06-08 10:26:36.063000+00:00,0,00:00:00,0,00:00:00,0,00:00:00,2022-06-07 19:25:11.063000+00:00,2022-06-07 20:06:40+00:00,14:19:56.063000,"{'x': -73.70262908935547, 'y': 45.45543670654297}",14.527676,00:41:28.937000,00:53:20,{'id': 'bD7'},UnknownDriverId,b13CBD73
3007,0.0,00:00:00,False,False,00:00:00,15.228582,0.9306356,00:03:40,9767075.0,00:05:06,False,41,2022-06-07 20:11:54+00:00,0,00:00:00,0,00:00:00,0,00:00:00,2022-06-07 20:03:08+00:00,2022-06-07 20:06:48+00:00,00:05:06,"{'x': -73.66451263427734, 'y': 45.4962158203125}",0.9306356,00:03:40,00:05:06,{'id': 'bB2'},UnknownDriverId,b13C5F28
3008,0.0,00:00:00,False,False,00:00:00,2.0535073,0.16025172,00:04:40.937000,71261200.937,00:06:24,False,9,2022-06-07 20:13:28+00:00,0,00:00:00,0,00:00:00,0,00:00:00,2022-06-07 20:02:23.063000+00:00,2022-06-07 20:07:04+00:00,00:06:24,"{'x': -73.7033462524414, 'y': 45.467288970947266}",0.16025172,00:04:40.937000,00:06:24,{'id': 'b6A'},UnknownDriverId,b13C5F6F
3009,0.0,00:00:00,False,False,00:00:00,6.845208,0.20523645,00:01:47.937000,25472880.0,00:00:03,False,20,2022-06-07 20:12:34.063000+00:00,0,00:00:00,0,00:00:00,0,00:00:00,2022-06-07 20:05:19.063000+00:00,2022-06-07 20:07:07+00:00,00:05:27.063000,"{'x': -73.697998046875, 'y': 45.456871032714844}",0.20523645,00:01:47.937000,00:05:27.063000,{'id': 'b8'},"{'id': 'b80', 'isDriver': True}",b13C5F5B
3010,0.0,00:00:00,False,False,01:39:40,9.529112,1.6725523,00:10:31.873000,42729840.0,00:09:30,False,44,2022-06-07 22:39:40+00:00,0,00:00:00,0,00:00:00,0,00:00:00,2022-06-07 19:57:41.127000+00:00,2022-06-07 20:08:13+00:00,02:31:27,"{'x': -73.70255279541016, 'y': 45.454566955566406}",1.6725523,00:10:31.873000,00:51:47,{'id': 'b42'},"{'id': 'b88', 'isDriver': True}",b13C7460
3011,0.0,00:00:00,False,False,00:00:00,38.447243,11.52282,00:17:58.937000,2071080.0,00:00:32,False,85,2022-06-07 20:25:13.063000+00:00,0,00:00:00,0,00:00:00,0,00:00:00,2022-06-07 19:50:31.063000+00:00,2022-06-07 20:08:30+00:00,00:16:43.063000,"{'x': -73.78311920166016, 'y': 45.690059661865234}",11.52282,00:17:58.936999,00:16:43.063000,{'id': 'bA7'},UnknownDriverId,b13C61A5
3012,0.0,00:00:00,False,False,00:00:00,8.188919,0.32741347,00:02:23.937000,36023543.937,00:05:38,False,16,2022-06-07 20:14:42+00:00,0,00:00:00,0,00:00:00,0,00:00:00,2022-06-07 20:06:40.063000+00:00,2022-06-07 20:09:04+00:00,00:05:38,"{'x': -73.78217315673828, 'y': 45.48157501220703}",0.32741347,00:02:23.937000,00:05:38,{'id': 'b5E'},UnknownDriverId,b13C5FC1
3013,0.0,00:00:00,False,False,13:40:33,11.568558,0.8417315,00:04:21.937000,29720520.0,00:16:32,False,50,2022-06-08 10:40:33+00:00,0,00:00:00,0,00:00:00,0,00:00:00,2022-06-07 20:05:02.063000+00:00,2022-06-07 20:09:24+00:00,14:31:09,"{'x': -73.70234680175781, 'y': 45.455387115478516}",0.8417315,00:04:21.937000,00:50:36,{'id': 'bB1'},UnknownDriverId,b13CC093
3014,0.0,00:00:00,False,False,00:00:00,3.8656805,0.033287805,00:00:31,4359545.937,00:05:58,False,5,2022-06-07 20:15:32+00:00,0,00:00:00,0,00:00:00,0,00:00:00,2022-06-07 20:09:03+00:00,2022-06-07 20:09:34+00:00,00:05:58,"{'x': -73.70147705078125, 'y': 45.45500183105469}",0.033287805,00:00:31,00:05:58,{'id': 'b5B'},UnknownDriverId,b13C5FB8
3015,0.0,00:00:00,False,False,00:00:00,1.054552,0.1643159,00:09:20.937000,99705800.937,00:07:46,False,18,2022-06-07 20:17:28+00:00,0,00:00:00,0,00:00:00,0,00:00:00,2022-06-07 20:00:21.063000+00:00,2022-06-07 20:09:42+00:00,00:07:46,"{'x': -71.2768783569336, 'y': 46.72967529296875}",0.1643159,00:09:20.937000,00:07:46,{'id': 'b6D'},UnknownDriverId,b13C5FF2
3016,0.0,00:00:00,False,False,00:30:19.063000,3.8771968,0.052705105,00:00:48.937000,64764360.0,00:01:40,False,8,2022-06-07 21:30:19.063000+00:00,0,00:00:00,0,00:00:00,0,00:00:00,2022-06-07 20:09:55.063000+00:00,2022-06-07 20:10:44+00:00,01:19:35.063000,"{'x': -73.71322631835938, 'y': 45.57222366333008}",0.052705105,00:00:48.937000,00:49:16,{'id': 'bE'},UnknownDriverId,b13C6BC6
3017,0.0,00:00:00,False,False,00:00:00,69.75151,99.492775,01:25:35,991800.0,00:00:07,False,105,2022-06-07 20:34:33.063000+00:00,0,00:00:00,0,00:00:00,0,00:00:00,2022-06-07 18:45:11+00:00,2022-06-07 20:10:46+00:00,00:23:47.063000,"{'x': -73.83047485351562, 'y': 45.45748519897461}",99.492775,01:25:35,00:23:47.063000,{'id': 'bA6'},UnknownDriverId,b13C630E
3018,0.0,00:00:00,False,False,00:00:00,19.919308,1.045415,00:03:08.937000,3188160.0,00:00:17,False,55,2022-06-07 20:45:57.063000+00:00,0,00:00:00,0,00:00:00,0,00:00:00,2022-06-07 20:08:04.063000+00:00,2022-06-07 20:11:13+00:00,00:34:44.063000,"{'x': -73.70160675048828, 'y': 45.454898834228516}",1.045415,00:03:08.937000,00:34:44.063000,{'id': 'bA8'},"{'id': 'b58', 'isDriver': True}",b13C64E2
3019,0.0,00:00:00,False,False,00:00:00,3.0755877,0.15543422,00:03:01.937000,39770101.937,00:03:38,False,10,2022-06-07 20:15:19+00:00,0,00:00:00,0,00:00:00,0,00:00:00,2022-06-07 20:08:39.063000+00:00,2022-06-07 20:11:41+00:00,00:03:38,"{'x': -73.66443634033203, 'y': 45.49629592895508}",0.15543422,00:03:01.937000,00:03:38,{'id': 'b26'},UnknownDriverId,b13C5FDB
3020,0.0,00:00:00,False,False,01:57:26.063000,15.380211,1.1620604,00:04:32,58339440.0,00:08:43,False,76,2022-06-07 22:57:26.063000+00:00,0,00:00:00,0,00:00:00,0,00:00:00,2022-06-07 20:07:24+00:00,2022-06-07 20:11:56+00:00,02:45:30.063000,"{'x': -73.70173645019531, 'y': 45.454795837402344}",1.1620604,00:04:32,00:48:04,{'id': 'b5C'},UnknownDriverId,b13C765C
3021,0.0,00:00:00,False,False,00:00:00,4.231479,0.22795567,00:03:13.937000,35957160.0,00:00:04,False,28,2022-06-07 20:16:17.063000+00:00,0,00:00:00,0,00:00:00,0,00:00:00,2022-06-07 20:09:02.063000+00:00,2022-06-07 20:12:16+00:00,00:04:01.063000,"{'x': -73.69789123535156, 'y': 45.458457946777344}",0.22795567,00:03:13.937000,00:04:01.063000,{'id': 'b3B'},"{'id': 'b60', 'isDriver': True}",b13C5FCD
3022,0.0,00:00:00,False,False,12:18:03.063000,12.00714,0.22680153,00:01:08,57513600.0,00:00:13,False,28,2022-06-08 09:18:03.063000+00:00,0,00:00:00,0,00:00:00,0,00:00:00,2022-06-07 20:11:16+00:00,2022-06-07 20:12:24+00:00,13:05:39.063000,"{'x': -73.70442199707031, 'y': 45.467288970947266}",0.22680153,00:01:08,00:47:36,{'id': 'b2'},"{'id': 'b17A', 'isDriver': True}",b13CB314
3023,0.0,00:00:00,False,False,00:00:00,3.3221407,0.024916055,00:00:27,712808.0,00:04:30,False,11,2022-06-07 20:16:57+00:00,0,00:00:00,0,00:00:00,0,00:00:00,2022-06-07 20:12:00+00:00,2022-06-07 20:12:27+00:00,00:04:30,"{'x': -73.66502380371094, 'y': 45.496421813964844}",0.024916055,00:00:27,00:04:30,{'id': 'b96'},UnknownDriverId,b13C602D
3024,0.0,00:00:00,False,False,00:00:00,1.5351557,0.021748038,00:00:51,9767432.0,00:04:06,False,7,2022-06-07 20:16:51+00:00,0,00:00:00,0,00:00:00,0,00:00:00,2022-06-07 20:11:54+00:00,2022-06-07 20:12:45+00:00,00:04:06,"{'x': -73.66468811035156, 'y': 45.49634552001953}",0.021748038,00:00:51,00:04:06,{'id': 'bB2'},UnknownDriverId,b13C6021
3025,0.0,00:00:00,False,False,00:00:00,25.654364,8.473066,00:19:49,32202520.937,00:05:42,False,65,2022-06-07 20:18:56+00:00,0,00:00:00,0,00:00:00,0,00:00:00,2022-06-07 19:53:25+00:00,2022-06-07 20:13:14+00:00,00:05:42,"{'x': -73.66932678222656, 'y': 45.496421813964844}",8.473066,00:19:49,00:05:42,{'id': 'b56'},"{'id': 'b1EA', 'isDriver': True}",b13C6069
3026,0.0,00:00:00,False,False,00:00:00,3.9696925,0.13776708,00:02:04.937000,57752280.0,00:00:20,False,16,2022-06-07 20:59:25.063000+00:00,0,00:00:00,0,00:00:00,0,00:00:00,2022-06-07 20:11:10.063000+00:00,2022-06-07 20:13:15+00:00,00:46:10.063000,"{'x': -73.66576385498047, 'y': 45.496856689453125}",0.13776708,00:02:04.937000,00:46:10.063000,{'id': 'bA'},"{'id': 'b126', 'isDriver': True}",b13C6719
3027,0.0,00:00:00,False,False,00:00:00,14.204468,0.24043824,00:01:00.937000,25473240.0,00:07:55,False,31,2022-06-07 20:23:13.063000+00:00,0,00:00:00,0,00:00:00,0,00:00:00,2022-06-07 20:12:34.063000+00:00,2022-06-07 20:13:35+00:00,00:09:38.063000,"{'x': -73.6990966796875, 'y': 45.45663833618164}",0.24043824,00:01:00.937000,00:09:38.063000,{'id': 'b8'},"{'id': 'b80', 'isDriver': True}",b13C611D
3028,0.0,00:00:00,False,False,00:00:00,58.934822,34.149456,00:34:46,3956400.0,00:00:12,False,96,2022-06-07 20:26:40.127000+00:00,0,00:00:00,0,00:00:00,0,00:00:00,2022-06-07 19:40:30+00:00,2022-06-07 20:15:16+00:00,00:11:24.127000,"{'x': -73.41552734375, 'y': 45.45576858520508}",34.149456,00:34:46,00:11:24.127000,{'id': 'bA1'},"{'id': 'b15B', 'isDriver': True}",b13C61AC
3029,0.0,00:00:00,False,False,00:00:00,13.35902,0.834705,00:03:44.937000,38406240.0,00:00:06,False,52,2022-06-07 20:23:32.063000+00:00,0,00:00:00,0,00:00:00,0,00:00:00,2022-06-07 20:11:40.063000+00:00,2022-06-07 20:15:25+00:00,00:08:07.063000,"{'x': -73.70201873779297, 'y': 45.455387115478516}",0.834705,00:03:44.937000,00:08:07.063000,{'id': 'b65'},UnknownDriverId,b13C613C
3030,0.0,00:00:00,False,False,01:33:56.063000,22.51059,31.170914,01:23:05,425160.0,00:01:31,False,94,2022-06-07 22:33:56.063000+00:00,0,00:00:00,0,00:00:00,0,00:00:00,2022-06-07 18:52:47+00:00,2022-06-07 20:15:52+00:00,02:18:04.063000,"{'x': -73.70150756835938, 'y': 45.4548225402832}",31.170914,01:23:05,00:44:08,{'id': 'bC'},"{'id': 'b16F', 'isDriver': True}",b13C73EB
3031,0.0,00:00:00,False,False,00:00:00,30.449007,22.531733,00:44:23.937000,668160.0,00:00:04,False,90,2022-06-07 20:16:38.063000+00:00,0,00:00:00,0,00:00:00,0,00:00:00,2022-06-07 19:31:56.063000+00:00,2022-06-07 20:16:20+00:00,00:00:18.063000,"{'x': -73.71041107177734, 'y': 45.45597457885742}",22.531733,00:44:23.937000,00:00:18.063000,{'id': 'bB0'},"{'id': 'b73', 'isDriver': True}",b13C6029
3032,0.0,00:00:00,False,False,00:00:00,0.46714687,0.0077857813,00:01:00,9767738.0,00:05:13,False,2,2022-06-07 20:23:04+00:00,0,00:00:00,0,00:00:00,0,00:00:00,2022-06-07 20:16:51+00:00,2022-06-07 20:17:51+00:00,00:05:13,"{'x': -73.66474151611328, 'y': 45.496395111083984}",0.0077857813,00:01:00,00:05:13,{'id': 'bB2'},UnknownDriverId,b13C60ED
3033,0.0,00:00:00,False,False,00:00:00,3.1363227,0.09408968,00:01:48,713186.0,00:29:33,False,10,2022-06-07 20:48:18+00:00,0,00:00:00,0,00:00:00,0,00:00:00,2022-06-07 20:16:57+00:00,2022-06-07 20:18:45+00:00,00:29:33,"{'x': -73.6653823852539, 'y': 45.49665451049805}",0.09408968,00:01:48,00:29:33,{'id': 'b96'},UnknownDriverId,b13C654F
3034,0.0,00:00:00,False,False,00:00:00,15.4457855,0.8666802,00:03:22,4360320.0,00:00:09,False,35,2022-06-07 20:23:57.063000+00:00,0,00:00:00,0,00:00:00,0,00:00:00,2022-06-07 20:15:32+00:00,2022-06-07 20:18:54+00:00,00:05:03.063000,"{'x': -73.69786834716797, 'y': 45.458404541015625}",0.8666802,00:03:22,00:05:03.063000,{'id': 'b5B'},UnknownDriverId,b13C610B
3035,0.0,00:00:00,False,False,00:00:00,86.51538,320.61008,03:42:20.937000,1964880.0,00:00:53,False,107,2022-06-07 20:28:13.063000+00:00,0,00:00:00,0,00:00:00,0,00:00:00,2022-06-07 16:36:43.063000+00:00,2022-06-07 20:19:04+00:00,00:09:09.063000,"{'x': -73.71033477783203, 'y': 45.456512451171875}",320.61008,03:42:20.937000,00:09:09.063000,{'id': 'bAE'},"{'id': 'b75', 'isDriver': True}",b13C6216
3036,0.0,00:00:00,False,False,21.15:28:09,12.479615,4.142539,00:19:55,58284720.0,00:20:09,False,66,2022-07-07 09:28:09+00:00,0,00:00:00,0,00:00:00,0,00:00:00,2022-06-07 19:59:11+00:00,2022-06-07 20:19:06+00:00,29.13:09:03,"{'x': -73.69794464111328, 'y': 45.45705032348633}",4.142539,00:19:55,7.21:40:54,{'id': 'bCE'},"{'id': 'b14A', 'isDriver': True}",b14E9A5C
3037,0.0,00:00:00,False,False,00:00:00,2.2380362,0.33508375,00:08:59,61305490.993,00:04:13,False,20,2022-06-07 20:23:19+00:00,0,00:00:00,0,00:00:00,0,00:00:00,2022-06-07 20:10:07+00:00,2022-06-07 20:19:06+00:00,00:04:13,"{'x': -73.72657012939453, 'y': 45.45909881591797}",0.33508375,00:08:59,00:04:13,{'id': 'b75'},UnknownDriverId,b13C612C
3038,0.0,00:00:00,False,False,00:00:00,15.814516,4.1386895,00:15:42.127000,19804680.0,00:00:00,False,72,2022-06-07 20:28:10.063000+00:00,0,00:00:00,0,00:00:00,0,00:00:00,2022-06-07 20:03:36+00:00,2022-06-07 20:19:18.127000+00:00,00:08:51.936000,"{'x': -73.74241638183594, 'y': 45.589759826660156}",4.1386895,00:15:42.127000,00:08:51.936000,{'id': 'b47'},"{'id': 'b11F', 'isDriver': True}",b13C620F
3039,0.0,00:00:00,False,False,00:00:00,3.5019643,0.059277557,00:01:00.937000,68540100.937,00:09:53,False,8,2022-06-07 20:29:22+00:00,0,00:00:00,0,00:00:00,0,00:00:00,2022-06-07 20:18:28.063000+00:00,2022-06-07 20:19:29+00:00,00:09:53,"{'x': -73.70214080810547, 'y': 45.455387115478516}",0.059277557,00:01:00.937000,00:09:53,{'id': 'b71'},"{'id': 'b116', 'isDriver': True}",b13C6234
3040,0.0,00:00:00,False,False,00:00:00,2.1475453,0.116884336,00:03:15.937000,668160.0,00:00:02,False,12,2022-06-07 20:26:44.063000+00:00,0,00:00:00,0,00:00:00,0,00:00:00,2022-06-07 20:16:38.063000+00:00,2022-06-07 20:19:54+00:00,00:06:50.063000,"{'x': -73.71031188964844, 'y': 45.45658874511719}",0.116884336,00:03:15.937000,00:06:50.063000,{'id': 'bB0'},"{'id': 'b73', 'isDriver': True}",b13C617E
3041,0.0,00:00:00,False,False,00:00:00,11.400639,0.11064003,00:00:34.937000,1987954.937,00:03:41,False,18,2022-06-07 20:23:52+00:00,0,00:00:00,0,00:00:00,0,00:00:00,2022-06-07 20:19:36.063000+00:00,2022-06-07 20:20:11+00:00,00:03:41,"{'x': -73.71269226074219, 'y': 45.460941314697266}",0.11064003,00:00:34.937000,00:03:41,{'id': 'b69'},"{'id': 'b90', 'isDriver': True}",b13C6149
3042,0.0,00:00:00,False,False,00:24:46.063000,8.568084,3.177181,00:22:14.937000,1986120.0,00:00:23,False,48,2022-06-07 21:24:46.063000+00:00,0,00:00:00,0,00:00:00,0,00:00:00,2022-06-07 19:58:28.063000+00:00,2022-06-07 20:20:43+00:00,01:04:03.063000,"{'x': -73.57291412353516, 'y': 45.50238800048828}",3.177181,00:22:14.936999,00:39:17,{'id': 'bE1'},UnknownDriverId,b13C6B02
3043,0.0,00:00:00,False,False,00:00:00,5.820465,0.24726792,00:02:32.937000,61949520.0,00:00:07,False,18,2022-06-07 20:28:46.063000+00:00,0,00:00:00,0,00:00:00,0,00:00:00,2022-06-07 20:18:36.063000+00:00,2022-06-07 20:21:09+00:00,00:07:37.063000,"{'x': -73.71310424804688, 'y': 45.572147369384766}",0.24726792,00:02:32.937000,00:07:37.063000,{'id': 'b5F'},"{'id': 'b5E', 'isDriver': True}",b13C6224
3044,0.0,00:00:00,False,False,00:00:00,2.2568793,0.42563304,00:11:18.937000,12881838.937,00:04:01,False,28,2022-06-07 20:25:41+00:00,0,00:00:00,0,00:00:00,0,00:00:00,2022-06-07 20:10:21.063000+00:00,2022-06-07 20:21:40+00:00,00:04:01,"{'x': -73.74415588378906, 'y': 45.60468292236328}",0.42563304,00:11:18.937000,00:04:01,{'id': 'b46'},UnknownDriverId,b13C6155
3045,0.0,00:00:00,False,False,00:00:00,43.87818,20.915266,00:28:36,54068040.0,00:01:20,False,94,2022-06-07 20:28:30.063000+00:00,0,00:00:00,0,00:00:00,0,00:00:00,2022-06-07 19:53:39+00:00,2022-06-07 20:22:15+00:00,00:06:15.063000,"{'x': -73.7128677368164, 'y': 45.57222366333008}",20.915266,00:28:36,00:06:15.063000,{'id': 'b28'},UnknownDriverId,b13C61EC
3046,0.0,00:00:00,False,False,00:00:00,21.984211,6.7780805,00:18:29.937000,50312160.0,00:00:14,False,52,2022-06-07 20:24:28.127000+00:00,0,00:00:00,0,00:00:00,0,00:00:00,2022-06-07 20:03:46.063000+00:00,2022-06-07 20:22:16+00:00,00:02:12.127000,"{'x': -73.70198822021484, 'y': 45.45530700683594}",6.7780805,00:18:29.936999,00:02:12.127000,{'id': 'b7'},"{'id': 'b65', 'isDriver': True}",b13C612A
3047,0.0,00:00:00,False,False,00:00:00,1.5932509,0.09957818,00:03:45,32203087.937,00:03:51,False,13,2022-06-07 20:26:32+00:00,0,00:00:00,0,00:00:00,0,00:00:00,2022-06-07 20:18:56+00:00,2022-06-07 20:22:41+00:00,00:03:51,"{'x': -73.6689682006836, 'y': 45.496421813964844}",0.09957818,00:03:45,00:03:51,{'id': 'b56'},"{'id': 'b1EA', 'isDriver': True}",b13C61B4
3048,0.0,00:00:00,False,False,00:00:00,15.620193,2.5686538,00:09:52,71262176.937,00:07:46,False,46,2022-06-07 20:31:06+00:00,0,00:00:00,0,00:00:00,0,00:00:00,2022-06-07 20:13:28+00:00,2022-06-07 20:23:20+00:00,00:07:46,"{'x': -73.7021713256836, 'y': 45.45543670654297}",2.5686538,00:09:52,00:07:46,{'id': 'b6A'},UnknownDriverId,b13C628C
3049,0.0,00:00:00,False,False,00:00:00,7.5268016,0.112770304,00:00:53.937000,71395253.937,00:05:01,False,12,2022-06-07 20:28:22+00:00,0,00:00:00,0,00:00:00,0,00:00:00,2022-06-07 20:22:27.063000+00:00,2022-06-07 20:23:21+00:00,00:05:01,"{'x': -73.66461181640625, 'y': 45.496498107910156}",0.112770304,00:00:53.937000,00:05:01,{'id': 'bD'},UnknownDriverId,b13C620D
3050,0.0,00:00:00,False,False,12:31:46.063000,9.641459,1.1460937,00:07:07.937000,35957520.0,00:00:04,False,53,2022-06-08 09:31:46.063000+00:00,0,00:00:00,0,00:00:00,0,00:00:00,2022-06-07 20:16:17.063000+00:00,2022-06-07 20:23:25+00:00,13:08:21.063000,"{'x': -73.70288848876953, 'y': 45.454593658447266}",1.1460937,00:07:07.937000,00:36:35,{'id': 'b3B'},"{'id': 'b60', 'isDriver': True}",b13CB462
3051,0.0,00:00:00,False,False,11:09:00,3.0369842,0.022724234,00:00:26.937000,25473240.0,00:04:56,False,12,2022-06-08 08:09:00+00:00,0,00:00:00,0,00:00:00,0,00:00:00,2022-06-07 20:23:13.063000+00:00,2022-06-07 20:23:40+00:00,11:45:20,"{'x': -73.69892120361328, 'y': 45.45671844482422}",0.022724234,00:00:26.937000,00:36:20,{'id': 'b8'},"{'id': 'b80', 'isDriver': True}",b13CAF74
3052,0.0,00:00:00,False,False,00:00:00,1.6321216,0.25388557,00:09:20,36024441.937,00:03:52,False,9,2022-06-07 20:27:54+00:00,0,00:00:00,0,00:00:00,0,00:00:00,2022-06-07 20:14:42+00:00,2022-06-07 20:24:02+00:00,00:03:52,"{'x': -73.78214263916016, 'y': 45.48154830932617}",0.25388557,00:09:20,00:03:52,{'id': 'b5E'},UnknownDriverId,b13C61F1
3053,0.0,00:00:00,False,False,00:10:45,4.92113,0.13533108,00:01:39,9768960.0,00:46:02,False,14,2022-06-07 21:10:45+00:00,0,00:00:00,0,00:00:00,0,00:00:00,2022-06-07 20:23:04+00:00,2022-06-07 20:24:43+00:00,00:46:02,"{'x': -73.66555786132812, 'y': 45.49678039550781}",0.13533108,00:01:39,00:35:17,{'id': 'bB2'},UnknownDriverId,b13C68BF
